S,I,R
0.9956964583333333,1.3333333333333333e-05,0.004290208333333333
0.9956808333333332,1.5625e-05,0.0043035416666666665
0.995663125,1.770833333333333e-05,0.0043191666666666665
0.9956421875,2.09375e-05,0.004336875
0.9956192708333332,2.2916666666666664e-05,0.0043578125
0.9955953125,2.3958333333333334e-05,0.0043807291666666665
0.9955730208333333,2.2291666666666665e-05,0.0044046875
0.9955535416666668,1.9479166666666668e-05,0.004426979166666667
0.995535625,1.7916666666666667e-05,0.0044464583333333335
0.9955197916666667,1.5833333333333333e-05,0.004464375
0.9955035416666668,1.625e-05,0.0044802083333333334
0.995489375,1.4166666666666668e-05,0.004496458333333333
0.9954759375,1.34375e-05,0.004510625
0.995463125,1.28125e-05,0.0045240625
0.9954508333333333,1.2291666666666668e-05,0.004536875
0.9954365625,1.4270833333333332e-05,0.004549166666666667
0.995421875,1.46875e-05,0.0045634375
0.99540625,1.5625e-05,0.004578125
0.9953923958333333,1.3854166666666667e-05,0.00459375
0.9953795833333333,1.28125e-05,0.004607604166666667
0.9953670833333332,1.25e-05,0.004620416666666667
0.9953542708333333,1.28125e-05,0.004632916666666667
0.9953421875,1.2083333333333333e-05,0.004645729166666667
0.9953313541666667,1.0833333333333332e-05,0.0046578125
0.9953221875,9.166666666666666e-06,0.004668645833333333
0.9953132291666668,8.958333333333334e-06,0.0046778125
0.9953053125,7.916666666666667e-06,0.004686770833333333
0.9952972916666667,8.020833333333333e-06,0.0046946875
0.9952905208333332,6.770833333333334e-06,0.004702708333333333
0.9952838541666668,6.666666666666667e-06,0.0047094791666666665
0.9952767708333333,7.083333333333334e-06,0.0047161458333333335
0.9952704166666667,6.354166666666667e-06,0.004723229166666667
0.9952627083333333,7.708333333333334e-06,0.004729583333333333
0.9952525,1.0208333333333332e-05,0.0047372916666666666
0.9952385416666667,1.3958333333333333e-05,0.0047475
0.9952223958333333,1.6145833333333334e-05,0.004761458333333333
0.9952051041666667,1.7291666666666666e-05,0.004777604166666667
0.9951822916666667,2.28125e-05,0.004794895833333333
0.9951515625,3.0729166666666664e-05,0.0048177083333333336
0.9951158333333333,3.572916666666666e-05,0.0048484375
0.9950795833333332,3.625e-05,0.004884166666666667
0.9950441666666667,3.541666666666666e-05,0.004920416666666667
0.9950029166666667,4.125e-05,0.004955833333333333
0.9949583333333333,4.458333333333333e-05,0.004997083333333333
0.9949128125,4.552083333333333e-05,0.0050416666666666665
0.9948667708333333,4.604166666666667e-05,0.0050871875
0.9948202083333333,4.65625e-05,0.005133229166666666
0.9947669791666667,5.322916666666667e-05,0.005179791666666666
0.9947166666666667,5.03125e-05,0.0052330208333333334
0.994661875,5.479166666666667e-05,0.0052833333333333335
0.9946059375,5.59375e-05,0.005338125
0.9945425,6.34375e-05,0.0053940625
0.9944722916666667,7.020833333333334e-05,0.0054575
0.9943933333333332,7.895833333333333e-05,0.005527708333333334
0.9943135416666667,7.979166666666666e-05,0.005606666666666666
0.9942423958333333,7.114583333333333e-05,0.005686458333333333
0.9941844791666667,5.791666666666667e-05,0.005757604166666666
0.994135,4.947916666666667e-05,0.005815520833333334
0.9940808333333333,5.416666666666667e-05,0.005865
0.9940228125,5.802083333333333e-05,0.005919166666666666
0.9939603125,6.25e-05,0.0059771875
0.9939044791666667,5.583333333333333e-05,0.0060396875
0.9938577083333333,4.677083333333333e-05,0.006095520833333334
0.9938185416666667,3.9166666666666665e-05,0.0061422916666666666
0.9937830208333333,3.5520833333333334e-05,0.006181458333333334
0.9937495833333333,3.34375e-05,0.006216979166666667
0.9937175,3.208333333333333e-05,0.006250416666666666
0.9936878125,2.96875e-05,0.0062825
0.9936621875,2.5625e-05,0.0063121875
0.9936408333333333,2.1354166666666666e-05,0.0063378125
0.993625,1.5833333333333333e-05,0.006359166666666667
0.9936117708333333,1.3229166666666667e-05,0.006375
0.9936022916666667,9.479166666666666e-06,0.006388229166666666
0.9935932291666667,9.0625e-06,0.006397708333333333
0.9935860416666668,7.1875e-06,0.006406770833333334
0.9935782291666667,7.8125e-06,0.006413958333333334
0.9935716666666667,6.5625e-06,0.006421770833333334
0.993564375,7.291666666666667e-06,0.006428333333333334
0.9935577083333332,6.666666666666667e-06,0.006435625
0.9935523958333333,5.3125e-06,0.0064422916666666665
0.9935483333333333,4.0625e-06,0.006447604166666667
0.9935454166666667,2.916666666666667e-06,0.006451666666666666
0.9935425,2.916666666666667e-06,0.006454583333333334
0.9935394791666667,3.0208333333333334e-06,0.0064575
0.9935361458333333,3.3333333333333333e-06,0.006460520833333334
0.9935325,3.6458333333333333e-06,0.006463854166666666
0.993526875,5.625e-06,0.0064675
0.9935204166666667,6.458333333333334e-06,0.006473125
0.9935113541666667,9.0625e-06,0.006479583333333334
0.9935005208333333,1.0833333333333332e-05,0.006488645833333334
0.99348875,1.1770833333333333e-05,0.006499479166666666
0.993478125,1.0625e-05,0.00651125
0.9934688541666667,9.270833333333334e-06,0.006521875
0.9934595833333333,9.270833333333334e-06,0.006531145833333334
0.9934477083333333,1.1875e-05,0.006540416666666667
0.9934330208333333,1.46875e-05,0.006552291666666666
0.9934155208333333,1.75e-05,0.006566979166666666
0.9933985416666667,1.6979166666666668e-05,0.006584479166666666
0.9933838541666667,1.46875e-05,0.006601458333333333
0.993370625,1.3229166666666667e-05,0.006616145833333334
0.9933558333333333,1.4791666666666668e-05,0.006629375
0.9933390625,1.6770833333333332e-05,0.006644166666666666
0.993321875,1.71875e-05,0.0066609375
0.9933052083333332,1.6666666666666667e-05,0.006678125
0.993289375,1.5833333333333333e-05,0.006694791666666667
0.9932729166666667,1.645833333333333e-05,0.006710625
0.9932558333333333,1.7083333333333333e-05,0.006727083333333334
0.9932366666666668,1.9166666666666667e-05,0.0067441666666666665
0.9932169791666667,1.96875e-05,0.006763333333333334
0.993199375,1.7604166666666667e-05,0.006783020833333334
0.9931836458333333,1.572916666666667e-05,0.006800625
0.99317,1.3645833333333332e-05,0.006816354166666666
